symbol,date,equity
BBDC4.SA,2025-09-25,1046.2061651412819
BBDC4.SA,2025-09-26,1046.2061651412819
BBDC4.SA,2025-09-29,1046.2061651412819
BBDC4.SA,2025-09-30,1046.2061651412819
BBDC4.SA,2025-10-01,1046.2061651412819
BBDC4.SA,2025-10-02,1046.2061651412819
BBDC4.SA,2025-10-03,1046.2061651412819
BBDC4.SA,2025-10-06,1046.2061651412819
BBDC4.SA,2025-10-07,1046.2061651412819
BBDC4.SA,2025-10-08,1046.2061651412819
BBDC4.SA,2025-10-09,1046.2061651412819
BBDC4.SA,2025-10-10,1046.2061651412819
BBDC4.SA,2025-10-13,1046.2061651412819
BBDC4.SA,2025-10-14,1046.2061651412819
BBDC4.SA,2025-10-15,1046.2061651412819
BBDC4.SA,2025-10-16,1046.2061651412819
BBDC4.SA,2025-10-17,1046.2061651412819
